TubeNumber,BirdID,SampleDate,Qubit,Island.x,SumVeg_X_Inverts,TQ,TQcorrected,BirthDate,BirthYear,Lifespan,ReproductiveOutput,SexEstimate,CatchTime,season,Sequenced,survive,SamplingAge,Timeinfridge,SampleLeft,SampleType,TerminalYear,LatestEligibleDate,nage,FPID,pop_died,Froh_imp,SequencingRun,mean_TQ_FPID,meancentredTQ,Type
293,6571,2018-09-01,1.22,CN,4.7,12804.76,12804.76,2015-10-11,2015,3.4,NA,0,640,major,0,1,2.9,21,Y,F,1,2019-03-09,0.8529411764705882,major_2018,0.10497237569060773,0.13007883,NA,10992.481296296297,1812.2787037037033,F
294,6925,2018-09-03,0.115,CN,4.86,12291.88,12291.88,2017-12-03,2017,NA,NA,0,325,major,1,1,0.8,19,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.088934825,2,10992.481296296297,1299.3987037037023,F
295,6897,2018-09-03,0.197,CN,4.86,12291.88,12291.88,2017-11-26,2017,1.8,NA,1,307,major,0,1,0.8,19,Y,F,0,2019-09-23,0.4444444444444445,major_2018,0.10497237569060773,0.149375292,NA,10992.481296296297,1299.3987037037023,F
296,6834,2018-09-04,0.0312,CN,9.57,20983.14,20983.14,2017-09-28,2017,1.4,NA,1,185,major,0,1,0.9,18,Y,F,1,2019-03-09,0.6428571428571429,major_2018,0.10497237569060773,0.071349622,NA,10992.481296296297,9990.658703703702,F
297,6911,2018-09-04,0.588,CN,5.67,19708.4,19708.4,2018-07-11,2018,0.7,NA,1,300,major,0,1,0.2,18,Y,F,1,2019-03-09,0.28571428571428575,major_2018,0.10497237569060773,0.044053229,NA,10992.481296296297,8715.918703703705,F
298,6158,2018-09-04,0.0936,CN,4.53,15353.45,15353.45,2014-03-02,2014,9.6,1,1,362,major,1,1,4.5,18,N,F,0,2023-10-09,0.46875,major_2018,0.10497237569060773,0.129053339,1,10992.481296296297,4360.968703703704,F
299,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,360,minor,0,NA,NA,NA,NA,O,0,NA,NA,minor_NA,NA,NA,NA,NA,NA,C
3,6731,2017-06-26,0.0592,CN,22.07,49923.83,49923.83,2017-02-09,2017,2.6,NA,1,299,major,0,1,0.4,86,N,F,0,2019-09-23,0.15384615384615385,major_2017,0.09003215434083602,0.127643862,NA,57447.427596153844,-7523.5975961538425,F
30,6187,2017-07-22,0.0204,CN,27.93,25475.7,25475.7,2014-03-26,2014,7.5,3,0,190,major,0,1,3.3,60,N,F,0,2021-09-30,0.44,major_2017,0.09003215434083602,0.118756272,NA,57447.427596153844,-31971.727596153843,F
300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,360,minor,0,NA,NA,NA,NA,O,0,NA,NA,minor_NA,NA,NA,NA,NA,NA,C
301,6732,2018-09-04,0.357,CN,6.02,17438.84,17438.84,2017-02-11,2017,2.1,NA,1,665,major,0,1,1.6,18,Y,F,1,2019-03-09,0.7619047619047619,major_2018,0.10497237569060773,0.08977318,NA,10992.481296296297,6446.358703703703,F
302,5644,2018-09-04,0.0712,CN,5.67,19708.4,19708.4,2011-05-02,2011,11.4,2,0,304,major,1,1,7.3,18,Y,F,0,2022-09-14,0.6403508771929824,major_2018,0.10497237569060773,0.141613085,1,10992.481296296297,8715.918703703705,F
303,6166,2018-09-04,0.0584,CN,9.04,22774.18,22774.18,2014-03-07,2014,5,2,1,668,major,0,1,4.5,18,Y,F,1,2019-03-09,0.9,major_2018,0.10497237569060773,0.069300656,NA,10992.481296296297,11781.698703703703,F
304,6750,2018-09-05,NA,CN,4.26,9981.79,9981.79,2017-07-17,2017,1.2,NA,1,360,major,0,0,1.1,17,NA,O,1,2018-09-30,0.9166666666666667,major_2018,0.10497237569060773,0.117904903,NA,10992.481296296297,-1010.6912962962961,C
305,6750,2018-09-05,NA,CN,4.26,9981.79,9981.79,2017-07-17,2017,1.2,NA,1,360,major,0,0,1.1,17,NA,O,1,2018-09-30,0.9166666666666667,major_2018,0.10497237569060773,0.117904903,NA,10992.481296296297,-1010.6912962962961,C
306,6750,2018-09-05,0.219,CN,4.26,9981.79,9981.79,2017-07-17,2017,1.2,NA,1,360,major,0,0,1.1,17,N,F,1,2018-09-30,0.9166666666666667,major_2018,0.10497237569060773,0.117904903,NA,10992.481296296297,-1010.6912962962961,F
307,6034,2018-09-05,4.6,CN,2.34,3832.91,3832.91,2012-12-13,2012,6.2,5,0,541,major,0,1,5.7,17,Y,F,1,2019-03-09,0.9193548387096774,major_2018,0.10497237569060773,0.099467141,NA,10992.481296296297,-7159.571296296297,F
308,6910,2018-09-05,0.788,CN,2.34,3832.91,3832.91,2018-07-17,2018,NA,NA,1,578,major,0,1,0.1,17,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.130735914,NA,10992.481296296297,-7159.571296296297,F
309,6377,2018-09-06,0.484,CN,1.35,5065.94,5065.94,2014-08-17,2014,5.6,4,0,213,major,0,1,4.1,16,Y,F,0,2020-03-16,0.7321428571428571,major_2018,0.10497237569060773,0.119829417,NA,10992.481296296297,-5926.541296296297,F
31,6654,2017-07-22,0.0352,CN,23.22,45367.55,45367.55,2016-07-16,2016,5.7,1,1,328,major,0,1,1,60,Y,F,0,2022-03-18,0.17543859649122806,major_2017,0.09003215434083602,0.143078465,NA,57447.427596153844,-12079.877596153841,F
310,6377,2018-09-06,0.042,CN,1.35,5065.94,5065.94,2014-08-17,2014,5.6,4,0,213,major,0,1,4.1,16,S,F,0,2020-03-16,0.7321428571428571,major_2018,0.10497237569060773,0.119829417,NA,10992.481296296297,-5926.541296296297,F
311,6898,2018-09-07,0.8,CN,3.31,8478.7,8478.7,2018-07-14,2018,NA,NA,1,311,major,0,1,0.2,15,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.045338438,NA,10992.481296296297,-2513.781296296296,F
312,6902,2018-09-07,0.03,CN,2.84,9349.68,9349.68,2017-12-07,2017,3.5,NA,0,347,major,0,1,0.8,15,S,F,0,2021-06-15,0.2285714285714286,major_2018,0.10497237569060773,0.112575832,NA,10992.481296296297,-1642.8012962962966,F
313,6902,2018-09-07,0.307,CN,2.84,9349.68,9349.68,2017-12-07,2017,3.5,NA,0,347,major,0,1,0.8,15,Y,F,0,2021-06-15,0.2285714285714286,major_2018,0.10497237569060773,0.112575832,NA,10992.481296296297,-1642.8012962962966,F
314,6902,2018-09-07,0.246,CN,2.84,9349.68,9349.68,2017-12-07,2017,3.5,NA,0,347,major,0,1,0.8,15,Y,F,0,2021-06-15,0.2285714285714286,major_2018,0.10497237569060773,0.112575832,NA,10992.481296296297,-1642.8012962962966,F
315,6899,2018-09-07,0.104,CN,NA,NA,NA,2018-07-14,2018,0.2,NA,1,542,major,0,0,0.2,15,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.050781331,NA,10992.481296296297,NA,F
316,6901,2018-09-07,0.0992,CN,3.98,5875.21,5875.21,2018-07-14,2018,1.2,NA,0,570,major,0,1,0.2,15,Y,F,0,2019-09-23,0.16666666666666669,major_2018,0.10497237569060773,0.223592807,NA,10992.481296296297,-5117.271296296297,F
317,6899,2018-09-01,0.0528,CN,NA,NA,NA,2018-07-14,2018,0.2,NA,1,360,major,0,0,0.1,21,Y,F,1,2018-09-30,0.5,major_2018,0.10497237569060773,0.050781331,NA,10992.481296296297,NA,F
318,6215,2018-09-07,0.28,CN,3.98,5875.21,5875.21,2014-05-22,2014,5.8,3,0,633,major,0,1,4.3,15,N,F,0,2020-03-16,0.7413793103448276,major_2018,0.10497237569060773,0.10529567,NA,10992.481296296297,-5117.271296296297,F
319,6215,2018-09-07,0.0604,CN,3.98,5875.21,5875.21,2014-05-22,2014,5.8,3,0,633,major,0,1,4.3,15,Y,F,0,2020-03-16,0.7413793103448276,major_2018,0.10497237569060773,0.10529567,NA,10992.481296296297,-5117.271296296297,F
32,6654,2017-08-09,NA,CN,23.22,45367.55,45367.55,2016-07-16,2016,5.7,1,1,144,major,0,1,1.1,42,S,F,0,2022-03-18,0.1929824561403509,major_2017,0.09003215434083602,0.143078465,NA,57447.427596153844,-12079.877596153841,F
320,6900,2018-09-07,0.0748,CN,3.51,8842,8842,2017-12-07,2017,NA,NA,1,670,major,0,1,0.8,15,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.153156505,NA,10992.481296296297,-2150.481296296297,F
321,6927,2018-09-10,0.17,CN,5.55,17837.56,17837.56,2018-07-14,2018,0.7,NA,1,185,major,0,1,0.2,12,Y,F,1,2019-03-09,0.28571428571428575,major_2018,0.10497237569060773,0.055164916,NA,10992.481296296297,6845.078703703704,F
322,6927,2018-09-10,0.0456,CN,5.55,17837.56,17837.56,2018-07-14,2018,0.7,NA,1,185,major,0,1,0.2,12,Y,F,1,2019-03-09,0.28571428571428575,major_2018,0.10497237569060773,0.055164916,NA,10992.481296296297,6845.078703703704,F
323,5549,2018-09-10,0.0768,CN,5.55,17837.56,17837.56,2009-12-17,2009,9.2,9,0,214,major,1,1,8.7,12,N,F,1,2019-03-09,0.9456521739130435,major_2018,0.10497237569060773,0.100889449,2,10992.481296296297,6845.078703703704,F
324,6548,2018-09-10,4.88,CN,5.17,10646.86,10646.86,2015-09-21,2015,5.7,NA,1,225,major,0,1,3,12,Y,F,0,2021-06-15,0.5263157894736842,major_2018,0.10497237569060773,0.0995652,NA,10992.481296296297,-345.62129629629635,F
325,6732,2018-09-11,0.264,CN,6.02,17438.84,17438.84,2017-02-11,2017,2.1,NA,1,336,major,0,1,1.6,11,Y,F,1,2019-03-09,0.7619047619047619,major_2018,0.10497237569060773,0.08977318,NA,10992.481296296297,6446.358703703703,F
326,6550,2018-09-11,0.107,CN,3.14,6689.41,6689.41,2015-10-09,2015,6,1,0,292,major,0,1,2.9,11,Y,F,0,2021-09-30,0.48333333333333334,major_2018,0.10497237569060773,0.165214961,NA,10992.481296296297,-4303.071296296297,F
327,6230,2018-09-11,0.168,CN,4.19,6682.6,6682.6,2014-07-15,2014,4.7,1,1,360,major,0,1,4.2,11,Y,F,1,2019-03-09,0.8936170212765957,major_2018,0.10497237569060773,0.107024067,NA,10992.481296296297,-4309.881296296297,F
328,6835,2018-09-11,0.0436,CN,6.02,17438.84,17438.84,2017-12-20,2017,NA,NA,1,305,major,0,1,0.7,11,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.125547974,NA,10992.481296296297,6446.358703703703,F
329,6859,2018-09-12,0.176,CN,3.56,9115.13,9115.13,2018-02-06,2018,4.1,1,1,161,major,0,1,0.6,10,Y,F,0,2022-03-18,0.14634146341463417,major_2018,0.10497237569060773,0.094345184,NA,10992.481296296297,-1877.3512962962977,F
33,6752,2017-08-08,0.0792,CN,24.12,59592.25,59592.25,2017-03-24,2017,NA,NA,0,494,major,0,1,0.4,43,N,F,0,NA,NA,major_2017,0.09003215434083602,0.056346751,NA,57447.427596153844,2144.822403846156,F
330,6894,2018-09-12,0.0368,CN,3.32,5998.7,5998.7,2018-03-25,2018,3.5,NA,1,161,major,0,1,0.5,10,Y,F,0,2021-09-30,0.14285714285714285,major_2018,0.10497237569060773,0.096736164,NA,10992.481296296297,-4993.781296296297,F
331,6859,2018-09-12,0.03,CN,3.56,9115.13,9115.13,2018-02-06,2018,4.1,1,1,161,major,0,1,0.6,10,Y,F,0,2022-03-18,0.14634146341463417,major_2018,0.10497237569060773,0.094345184,NA,10992.481296296297,-1877.3512962962977,F
332,6879,2018-09-12,0.0214,CN,6.02,17438.84,17438.84,2018-06-10,2018,NA,NA,0,245,major,0,1,0.3,10,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.138600762,NA,10992.481296296297,6446.358703703703,F
333,6926,2018-09-12,0.312,CN,4.83,14268.5,14268.5,2018-07-26,2018,3.2,NA,0,280,major,0,1,0.1,10,Y,F,0,2021-09-30,0.03125,major_2018,0.10497237569060773,0.144463199,NA,10992.481296296297,3276.018703703703,F
334,6909,2018-09-12,0.177,CN,5.46,13252.4,13252.4,2017-12-12,2017,5.8,1,0,250,major,1,1,0.8,10,Y,F,0,2023-10-09,0.13793103448275862,major_2018,0.10497237569060773,0.080471819,2,10992.481296296297,2259.9187037037027,F
335,6751,2018-09-13,0.0572,CN,4.24,17238.4,17238.4,2017-06-14,2017,1.3,NA,1,360,major,0,0,1.2,9,Y,F,1,2018-09-30,0.923076923076923,major_2018,0.10497237569060773,0.123010364,NA,10992.481296296297,6245.9187037037045,F
336,6747,2018-09-13,0.168,CN,2.39,5894.06,5894.06,2017-03-31,2017,1.5,1,1,156,major,1,0,1.5,9,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.156423596,2,10992.481296296297,-5098.4212962962965,F
337,6908,2018-09-13,0.153,CN,1.35,5065.94,5065.94,2017-12-13,2017,0.8,NA,1,329,major,0,0,0.8,9,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.128209302,NA,10992.481296296297,-5926.541296296297,F
338,6907,2018-09-13,0.0276,CN,2.39,5894.06,5894.06,2018-07-20,2018,0.2,NA,0,329,major,0,0,0.2,9,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.056259506,NA,10992.481296296297,-5098.4212962962965,F
339,6907,2018-09-13,0.0872,CN,2.39,5894.06,5894.06,2018-07-20,2018,0.2,NA,0,329,major,0,0,0.2,9,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.056259506,NA,10992.481296296297,-5098.4212962962965,F
34,6728,2017-07-27,0.0588,CN,10.79,27174.66,27174.66,2016-10-26,2016,4.9,NA,1,256,major,0,1,0.8,55,N,F,0,2021-09-30,0.16326530612244897,major_2017,0.09003215434083602,0.191710022,NA,57447.427596153844,-30272.767596153844,F
340,6774,2018-09-13,0.412,CN,1.35,5065.94,5065.94,2017-07-15,2017,2.7,NA,1,360,major,0,1,1.2,9,S,F,0,2020-03-16,0.4444444444444444,major_2018,0.10497237569060773,0.100532039,NA,10992.481296296297,-5926.541296296297,F
341,5823,2018-09-15,0.0348,CN,3.5,8004.97,8004.97,2012-03-05,2012,NA,4,0,302,major,0,1,6.5,7,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.132914281,NA,10992.481296296297,-2987.5112962962967,F
342,6923,2018-09-15,0.0536,CN,3.5,8004.97,8004.97,2018-07-22,2018,NA,NA,1,273,major,0,1,0.2,7,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.045299398,NA,10992.481296296297,-2987.5112962962967,F
343,6921,2018-09-15,0.0384,CN,9.04,22774.18,22774.18,2018-07-11,2018,NA,NA,1,545,major,0,1,0.2,7,N,F,0,NA,NA,major_2018,0.10497237569060773,0.146927494,NA,10992.481296296297,11781.698703703703,F
344,6922,2018-09-15,0.224,CN,20.42,57427.76,57427.76,2018-08-02,2018,0.6,NA,0,360,major,0,1,0.1,7,Y,F,1,2019-03-09,0.16666666666666669,major_2018,0.10497237569060773,NA,NA,10992.481296296297,46435.278703703705,F
345,6920,2018-09-15,0.0744,CN,8.91,8147.51,8147.51,2018-07-18,2018,4.2,1,0,609,major,0,1,0.2,7,Y,F,0,2022-09-14,0.047619047619047616,major_2018,0.10497237569060773,0.077402036,NA,10992.481296296297,-2844.9712962962967,F
346,6843,2018-09-17,0.0424,CN,3.85,12566.71,12566.71,2017-10-08,2017,NA,NA,0,175,major,0,1,0.9,5,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.080687365,NA,10992.481296296297,1574.2287037037022,F
347,6694,2018-09-17,0.32,CN,4.23,10233.73,10233.73,2016-09-29,2016,2,1,1,203,major,1,0,2,5,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.148674219,2,10992.481296296297,-758.7512962962974,F
348,6913,2018-09-17,0.0584,CN,4.23,10233.73,10233.73,2018-07-12,2018,0.2,NA,1,194,major,0,0,0.2,5,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.042155658,NA,10992.481296296297,-758.7512962962974,F
349,6760,2018-09-17,0.0964,CN,3.85,12566.71,12566.71,2016-08-23,2016,2.5,NA,1,250,major,0,1,2.1,5,N,F,1,2019-03-09,0.8400000000000001,major_2018,0.10497237569060773,0.113143105,NA,10992.481296296297,1574.2287037037022,F
35,6746,2017-08-10,0.0942,CN,23.89,63064.91,63064.91,2017-06-16,2017,NA,NA,1,588,major,0,1,0.2,41,Y,F,0,NA,NA,major_2017,0.09003215434083602,0.032118584,NA,57447.427596153844,5617.482403846159,F
350,6914,2018-09-17,0.136,CN,0.8,2099.71,2099.71,2018-06-15,2018,NA,NA,1,564,major,0,1,0.3,5,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.134451143,NA,10992.481296296297,-8892.771296296298,F
351,3089,2018-09-17,0.106,CN,0.8,2099.71,2099.71,2004-11-04,2004,15.4,10,1,585,major,1,1,13.9,5,Y,F,0,2020-03-16,0.9025974025974026,major_2018,0.10497237569060773,0.099934523,1,10992.481296296297,-8892.771296296298,F
352,NA,1981-01-01,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,352,NA,C,0,NA,NA,minor_1981,NA,NA,NA,NA,NA,C
353,6773,2018-09-18,0.114,CN,1.89,4368.94,4368.94,2016-12-08,2016,2.8,NA,0,254,major,0,1,1.8,4,Y,F,0,2019-09-23,0.6428571428571429,major_2018,0.10497237569060773,0.114956731,NA,10992.481296296297,-6623.541296296297,F
354,6546,2018-09-18,0.134,CN,1.8,3979.29,3979.29,2015-09-20,2015,4,NA,0,555,major,0,1,3,4,Y,F,0,2019-09-23,0.75,major_2018,0.10497237569060773,0.132654013,NA,10992.481296296297,-7013.191296296297,F
355,6915,2018-09-19,NA,CN,5.9,11140.89,11140.89,2018-08-25,2018,0.1,NA,0,170,major,0,0,0.1,3,NA,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.039373544,NA,10992.481296296297,148.40870370370249,F
356,6181,2018-09-18,0.592,CN,3.85,12566.71,12566.71,2013-07-18,2013,5.2,1,0,315,major,1,0,5.2,4,Y,F,1,2018-09-30,1,major_2018,0.10497237569060773,0.085142065,1,10992.481296296297,1574.2287037037022,F
357,6914,2018-09-17,0.156,CN,0.8,2099.71,2099.71,2018-06-15,2018,NA,NA,1,564,major,1,1,0.3,5,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.134451143,1,10992.481296296297,-8892.771296296298,F
358,6834,2018-09-19,0.05,CN,9.57,20983.14,20983.14,2017-09-28,2017,1.4,NA,1,220,major,0,1,1,3,S,F,1,2019-03-09,0.7142857142857143,major_2018,0.10497237569060773,0.071349622,NA,10992.481296296297,9990.658703703702,F
359,6893,2018-09-19,NA,CN,5.9,11140.89,11140.89,2018-06-21,2018,1.3,NA,1,207,major,0,1,0.2,3,NA,F,0,2019-09-23,0.15384615384615385,major_2018,0.10497237569060773,0.03736206,NA,10992.481296296297,148.40870370370249,F
36,6662,2017-08-29,0.0696,CN,15.2,23270.89,23270.89,2016-08-05,2016,1.6,NA,0,320,major,0,1,1.1,22,N,F,1,2018-03-14,0.6875,major_2017,0.09003215434083602,0.108584756,NA,57447.427596153844,-34176.537596153845,F
360,6670,2018-09-19,11,CN,9.57,20983.14,20983.14,2015-11-30,2015,NA,3,0,218,major,0,1,2.8,3,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.150627143,NA,10992.481296296297,9990.658703703702,F
361,6916,2018-09-20,0.167,CN,9.57,20983.14,20983.14,2018-07-27,2018,1.6,NA,0,190,major,0,1,0.2,2,Y,F,0,2020-03-16,0.125,major_2018,0.10497237569060773,0.053679649,NA,10992.481296296297,9990.658703703702,F
362,6917,2018-09-20,0.0228,CN,9.57,20983.14,20983.14,2017-09-19,2017,NA,NA,0,120,major,0,1,1,2,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.17659892,NA,10992.481296296297,9990.658703703702,F
363,6654,2018-09-20,0.0372,CN,5.9,11140.89,11140.89,2016-07-16,2016,5.7,1,1,320,major,0,1,2.2,2,S,F,0,2022-03-18,0.3859649122807018,major_2018,0.10497237569060773,0.143078465,NA,10992.481296296297,148.40870370370249,F
364,6919,2018-09-20,0.123,CN,5.28,9718.46,9718.46,2018-07-17,2018,NA,NA,0,550,major,0,1,0.2,2,Y,F,0,NA,NA,major_2018,0.10497237569060773,0.139014075,NA,10992.481296296297,-1274.0212962962978,F
365,6918,2018-09-20,0.162,CN,5.28,9718.46,9718.46,2018-07-17,2018,NA,NA,1,550,major,0,1,0.2,2,S,F,0,NA,NA,major_2018,0.10497237569060773,0.128226714,NA,10992.481296296297,-1274.0212962962978,F
366,6139,2018-09-25,0.0344,CN,6.26,14017.36,14017.36,2014-02-23,2014,5.6,5,0,456,major,0,1,4.6,-3,N,F,1,2019-09-23,0.8214285714285714,major_2018,0.10497237569060773,0.117278062,NA,10992.481296296297,3024.8787037037036,F
367,6844,2019-01-25,0.066,CN,0.33,872.59,872.59,2017-10-08,2017,4.9,NA,1,110,minor,0,1,1.3,43,Y,F,0,2022-09-14,0.2653061224489796,minor_2019,0.18926553672316385,0.11667688,NA,9925.820545454546,-9053.230545454546,F
368,7069,2019-01-25,0.001,CN,0.33,872.59,872.59,2018-09-10,2018,3.1,NA,1,465,minor,0,1,0.4,43,Y,F,0,2021-09-30,0.12903225806451613,minor_2019,0.18926553672316385,0.08521813,NA,9925.820545454546,-9053.230545454546,F
369,6745,2019-01-28,0.267,CN,2.83,4186.27,4186.27,2017-06-19,2017,NA,NA,1,360,minor,1,1,1.6,40,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.171080147,2,9925.820545454546,-5739.5505454545455,F
37,6751,2017-08-08,0.0348,CN,7.15,29038.84,29038.84,2017-06-14,2017,1.3,NA,1,570,major,0,1,0.2,43,Y,F,0,2018-09-30,0.15384615384615385,major_2017,0.09003215434083602,0.123010364,NA,57447.427596153844,-28408.587596153844,F
370,6249,2019-01-28,0.192,CN,1.11,2071.49,2071.49,2014-07-29,2014,NA,1,1,192,minor,1,1,4.5,40,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.088747505,2,9925.820545454546,-7854.330545454546,F
370,6249,2019-01-28,0.908,CN,1.11,2071.49,2071.49,2014-07-29,2014,NA,1,1,192,minor,1,1,4.5,40,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.088747505,2,9925.820545454546,-7854.330545454546,F
370B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,minor,1,NA,NA,NA,NA,NA,0,NA,NA,minor_NA,NA,NA,2,NA,NA,C
371,NA,1981-01-01,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,352,N,C,0,NA,NA,minor_1981,NA,NA,NA,NA,NA,C
372,6009,2019-01-29,0.098,CN,1.11,2071.49,2071.49,2013-02-26,2013,NA,3,0,191,minor,1,1,5.9,39,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.106397225,1,9925.820545454546,-7854.330545454546,F
373,6870,2019-01-30,0.164,CN,1.29,3359.68,3359.68,2018-02-15,2018,5.6,NA,1,295,minor,1,1,1,38,Y,F,0,2023-10-09,0.17857142857142858,minor_2019,0.18926553672316385,0.152254732,2,9925.820545454546,-6566.140545454546,F
374,7070,2019-01-29,0.183,CN,3.38,9222.8,9222.8,2018-12-05,2018,3.8,1,1,130,minor,0,1,0.2,39,Y,F,0,2022-09-14,0.052631578947368425,minor_2019,0.18926553672316385,0.116812512,NA,9925.820545454546,-703.0205454545467,F
375,7074,2019-01-28,0.0892,CN,5.97,18019.19,18019.19,2018-09-13,2018,0.5,NA,1,558,minor,0,0,0.4,40,Y,F,1,2019-03-09,0.8,minor_2019,0.18926553672316385,0.120590975,NA,9925.820545454546,8093.369454545453,F
376,7072,2019-01-29,0.0496,CN,2.96,9215.97,9215.97,2018-09-14,2018,NA,NA,0,570,minor,0,1,0.4,39,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.048484561,NA,9925.820545454546,-709.8505454545466,F
377,6732,2019-01-29,0.29,CN,2.96,9215.97,9215.97,2017-02-11,2017,2.1,NA,1,630,minor,1,0,2,39,Y,F,1,2019-03-09,0.9523809523809523,minor_2019,0.18926553672316385,0.08977318,2,9925.820545454546,-709.8505454545466,F
378,6879,2019-01-29,0.134,CN,2.96,9215.97,9215.97,2018-06-10,2018,NA,NA,0,604,minor,0,1,0.6,39,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.138600762,NA,9925.820545454546,-709.8505454545466,F
379,6708,2019-01-30,0.0792,CN,12.44,20817.63,20817.63,2016-10-15,2016,2.4,1,1,155,minor,1,0,2.3,38,N,F,1,2019-03-09,0.9583333333333333,minor_2019,0.18926553672316385,0.11671537,2,9925.820545454546,10891.809454545455,F
38,-1,2017-07-24,NA,CN,NA,NA,NA,NA,NA,NA,NA,NA,360,major,0,NA,NA,58,NA,F,0,NA,NA,major_2017,0.09003215434083602,NA,NA,NA,NA,F
380,7073,2019-01-30,0.0308,CN,12.44,20817.63,20817.63,2018-09-15,2018,NA,NA,0,155,minor,0,1,0.4,38,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.028234181,NA,9925.820545454546,10891.809454545455,F
381,7073,2019-01-30,0.088,CN,12.44,20817.63,20817.63,2018-09-15,2018,NA,NA,0,155,minor,0,1,0.4,38,N,F,0,NA,NA,minor_2019,0.18926553672316385,0.028234181,NA,9925.820545454546,10891.809454545455,F
382,7068,2019-01-31,0.054,CN,3.85,7213.19,7213.19,2018-09-16,2018,3,NA,1,250,minor,0,1,0.4,37,N,F,0,2021-09-30,0.13333333333333333,minor_2019,0.18926553672316385,0.126927209,NA,9925.820545454546,-2712.6305454545463,F
383,6918,2019-02-01,0.152,CN,5.88,10814.78,10814.78,2018-07-17,2018,NA,NA,1,360,minor,0,1,0.5,36,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.128226714,NA,9925.820545454546,888.9594545454547,F
384,7071,2019-01-30,0.432,CN,0.89,2362.29,2362.29,2018-09-15,2018,NA,NA,1,300,minor,0,1,0.4,38,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.105773132,NA,9925.820545454546,-7563.530545454546,F
385,6918,2019-02-01,0.0122,CN,5.88,10814.78,10814.78,2018-07-17,2018,NA,NA,1,360,minor,0,1,0.5,36,N,F,0,NA,NA,minor_2019,0.18926553672316385,0.128226714,NA,9925.820545454546,888.9594545454547,F
386,7068,2019-01-31,0.0948,CN,3.85,7213.19,7213.19,2018-09-16,2018,3,NA,1,250,minor,1,1,0.4,37,N,F,0,2021-09-30,0.13333333333333333,minor_2019,0.18926553672316385,0.126927209,1,9925.820545454546,-2712.6305454545463,F
387,6881,2019-02-02,0.104,CN,14.83,23049.26,23049.26,2018-03-15,2018,NA,NA,0,178,minor,0,1,0.9,35,Y,F,0,NA,NA,minor_2019,0.18926553672316385,0.15095706,NA,9925.820545454546,13123.439454545452,F
387,6881,2019-02-02,0.0824,CN,14.83,23049.26,23049.26,2018-03-15,2018,NA,NA,0,178,minor,0,1,0.9,35,N,F,0,NA,NA,minor_2019,0.18926553672316385,0.15095706,NA,9925.820545454546,13123.439454545452,F
388,6782,2019-02-02,0.109,CN,4.28,10633.01,10633.01,2017-08-27,2017,1.5,NA,1,150,minor,1,0,1.4,35,Y,F,1,2019-03-09,0.9333333333333332,minor_2019,0.18926553672316385,0.154661291,2,9925.820545454546,707.1894545454543,F
389,7087,2019-02-02,0.0264,CN,1.11,2071.49,2071.49,2018-12-09,2018,2.5,NA,0,560,minor,0,1,0.2,35,N,F,0,2021-06-15,0.08,minor_2019,0.18926553672316385,0.031715352,NA,9925.820545454546,-7854.330545454546,F
39,6554,2017-07-31,0.0342,CN,19.56,43152.92,43152.92,2015-09-26,2015,NA,2,0,638,major,1,1,1.8,51,Y,F,0,NA,NA,major_2017,0.09003215434083602,0.100920607,1,57447.427596153844,-14294.507596153846,F
